lifecycle_drift,adaptation_time,oscillation,osc_period,agent_id,label,n_active
2.451990764829973,1.0,0.021527655507681133,263.66666666666663,496549942,human,791
2.5457911482402165,100.0,0.2211847415199631,1012.0000000000001,49819,human,1012
0.8989914563848281,15.0,0.13356532757053965,159.5,4992688,human,319
1.4569520114270218,35.0,0.19043173561158477,811.0,50314,human,811
0.37277483882409246,1.0,0.03426438285673256,4.032258064516129,50842,human,125
2.3708701711340123,21.0,0.12255578378953695,256.3333333333333,51853,human,769
1.5407489170338668,18.0,0.20479771587513806,184.33333333333334,52241,human,553
3.9427889481957985,92.0,0.38370157614671907,796.0,52842,human,796
1.2516356760701335,15.0,0.12807606149506684,347.0,528932,human,347
1.3164770840355793,1.0,0.0409560959503201,790.0,532298668,human,790
0.27800267752541624,1.0,0.07822452907674807,7.285714285714285,53301,human,102
2.169467790881199,3.0,0.08579502106007632,304.0,536422936,human,304
0.6443488282674281,1.0,0.03362394571036205,77.66666666666667,545788044,human,233
1.6881725463497372,22.0,0.2592889143617532,403.5,54728,human,807
1.6996577795215104,20.0,0.1884936966259453,216.0,54730,human,648
4.0835400317020785,93.0,0.26909284121362664,807.0,55369,human,807
1.8691630109230388,21.0,0.1801341635018568,662.0,55646,human,662
2.107034138380998,25.0,0.10359048632395886,308.0,599518550,human,308
3.4590542560843085,51.0,0.09597318518107432,901.0,60820005,human,901
1.560279024627631,97.0,0.300193182779777,809.0000000000001,610047597,human,809
4.182531036097698,1.0,0.05510021293269814,205.0,621578854,human,410
0.5500903142553197,4.0,0.14848711607405446,762.0,671804639,human,762
0.9732723824083579,1.0,0.02323244146897851,191.0,684833553,human,191
0.8828004473692508,1.0,0.048279576685693895,181.0,702135025,human,181
4.2743147974085955,61.0,0.1273553238676103,461.0,703656949,human,461
0.4803359667649037,1.0,0.03468967705126628,320.0,70739134,human,320
1.6575257443814067,1.0,0.10107402653850098,787.0,725774710,human,787
1.706708626126266,1.0,0.03586928503386878,638.0,738379012,human,638
0.03427581585675207,4.0,0.10965725147225604,346.5,765665006,human,693
1.4784551145758509,2.0,0.10724921167292398,778.0,770279182,human,778
5.773209256380992,11.0,0.5261611335153981,110.0,77835,human,110
1.4952263610085974,1.0,0.027170097758410432,42.125,778614891,human,337
3.159049253540855,21.0,0.1908063914802359,69.25,814812273,human,277
1.4391617183276557,16.0,0.16534272596103614,533.0,86410,human,533
1.7610931023145142,1.0,0.032995279538262874,364.0,878445230,human,728
2.3855197822991436,8.0,0.18022185242866276,713.0,90420,human,713
2.500458418247522,5.0,0.2454436565623922,58.0,91607,human,116
1.5263645904686223,1.0,0.20077578366795212,144.0,931056605,human,144
2.4944583393242388,1.0,0.05470741198398444,341.0,935065722,human,682
4.0760790328094,1.0,0.027308963679038678,706.0,939605614,human,706
4.535582679126391,43.0,0.12466604709500483,173.0,939834965,human,346
3.0554650504239644,1.0,0.030616718984025165,131.0,939899657,human,524
2.5045724827940004,57.0,0.07433283660799558,631.0,99238,human,631
3.0083552768248767,5.0,0.07189497983828667,233.0,1002085156,chrome,699
9.473496498076633,48.0,0.31611102335929564,118.50000000000001,1004628967,chrome,237
1.4104303745965125,3.0,0.09882868594750792,170.4,100575,chrome,852
2.0800649747098334,4.0,0.14503764609407546,312.0,100609,chrome,312
1.3954461681969377,8.0,0.18613933487458098,407.0,101077,chrome,814
1.1624408317736736,1.0,0.058188925910728426,100.0,1014078763,chrome,200
0.8298061056575564,1.0,0.05951262427267985,352.0,102095,chrome,704
2.8715128750481242,1.0,0.025820729394362942,189.66666666666666,1024212659,chrome,569
1.9438440329004232,1.0,0.08288479925343521,47.666666666666664,102457,chrome,143
1.8978391771912695,2.0,0.12168063869822084,13.124999999999998,102653,chrome,105
1.640451861900868,65.0,0.06296237568252003,460.5,102912232,chrome,921
2.448059857326875,5.0,0.18063989712549408,453.0,103032,chrome,453
1.6100556393691523,14.0,0.2295425864801404,204.66666666666666,103282,chrome,614
2.2525082996552195,1.0,0.10594707092338115,56.5,103808,chrome,113
