a_id,t_death,pre_vol,tail_vol
1482511678,2021-02-05,4573.8,214.22448979591837
1910211642,2021-04-01,327.4,47.228070175438596
478340,2020-01-07,18.2,1.6894586894586894
1393576525,2021-04-18,850.8,49.01639344262295
2005089501,2021-04-16,288.6,53.25
1712165952,2021-06-04,233.4,108.68478260869566
1309492383,2021-12-15,143.6,46.1
140386,2022-05-15,38.0,7.779310344827586
141427,2020-09-15,171.6,44.78181818181818
1871233211,2022-09-10,180.6,26.555555555555557
98218614,2020-04-08,22.4,1.803088803088803
177342,2023-02-21,6.0,2.0
1289809457,2020-10-06,97.4,9.566666666666666
2115423210,2021-05-12,617.2,45.42424242424242
42110,2019-04-23,58.8,7.797101449275362
1878084288,2021-10-07,44.6,6.0
1397468868,2021-05-05,223.6,34.125
230817,2019-08-19,5.4,1.8428571428571427
243283,2019-08-21,18.2,6.464285714285714
490145752,2021-03-25,5.0,1.375
170861,2019-07-02,14.4,2.25
1059343200,2020-08-25,175.2,22.129943502824858
1988994339,2021-04-12,285.4,59.51851851851852
738783766,2020-06-19,31.4,14.061797752808989
1582769616,2021-02-11,112.0,5.372448979591836
314946,2022-05-15,41.2,8.58
1249731442,2023-02-06,40.6,4.846153846153846
649287180,2021-04-15,207.4,32.01204819277108
605894070,2021-03-25,5.0,1.6923076923076923
133744,2021-11-13,18.0,8.182692307692308
1709779604,2021-04-11,676.8,93.25
86290,2022-05-16,38.8,8.815068493150685
2146034945,2021-06-15,167.6,46.69230769230769
660807428,2020-05-24,193.8,2.7153846153846155
761972503,2020-06-17,22.8,5.208333333333333
43233,2019-08-25,418.4,2.479381443298969
57112,2021-06-04,110.2,46.25925925925926
150458,2021-11-08,13.0,5.333333333333333
47439,2022-12-20,16.6,2.3333333333333335
189110,2019-07-06,133.8,15.855072463768115
1392250257,2021-04-07,224.8,51.32
288327,2022-04-05,6.6,3.230769230769231
2121872532,2021-05-17,519.6,23.037037037037038
349527,2023-03-01,12.0,2.0
188710,2019-07-20,151.8,2.260215053763441
455122,2020-04-25,29.4,2.0454545454545454
1987133047,2021-06-27,29.0,5.0
1744275197,2021-05-17,54.8,2.316326530612245
219267,2021-04-14,10.6,4.188888888888889
330722008,2020-03-25,72.4,9.608910891089108
266215,2021-05-06,57.0,21.2
2107181945,2021-07-08,46.6,11.789333333333333
187717190,2022-08-05,45.0,1.5
1721901054,2022-02-05,22.2,2.0
325066,2020-09-19,5.4,1.3333333333333333
142744438,2020-02-12,12.6,5.094086021505376
330581852,2020-03-17,51.6,12.195121951219512
222152,2022-10-02,15.0,3.027027027027027
301836,2022-02-16,28.0,9.917948717948718
1991027921,2021-04-14,1269.4,184.24242424242425
607393144,2020-05-30,77.2,21.18709677419355
1364463100,2022-05-15,26.2,7.054054054054054
331692,2022-09-30,105.6,14.0
423822834,2020-04-09,158.6,5.117486338797814
316431,2019-10-10,44.4,4.512643678160919
1392604146,2021-05-04,172.0,81.09876543209876
1393720360,2021-12-18,32.8,16.233050847457626
42358,2023-02-15,37.2,11.5
299657,2022-07-06,41.8,6.903225806451613
902532552,2022-05-10,7.2,2.625
1836594230,2021-12-10,281.0,139.0
372475,2019-10-22,57.6,19.677419354838708
84137,2019-05-27,23.0,5.0
48338,2019-07-20,72.6,3.5173824130879345
125054,2022-01-25,172.8,5.541666666666667
1412640700,2023-02-16,67.4,1.0
127419859,2020-02-06,285.6,23.263157894736842
2147476217,2021-06-09,1068.0,115.63157894736842
243243,2023-01-07,32.6,2.411764705882353
470900,2021-03-25,6.0,1.5625
1922315360,2021-03-30,558.6,73.81818181818181
81142,2021-03-25,52.6,2.6
